"","Hard_Coral","Soft_Coral","Bleached_Coral","Population_Bleached","Barramundi Cod","Butterflyfish","Coral Trout","Moray","Grouper","Qld Grouper","Humphead","Bumphead","Parrotfish","Snapper","Sweetlips","Clam","Sea cucumber","Urchins","Anemone","Banded coral shrimp","Trochus","Triton","Lobster","Drupella snail","Crown of Throwns","Coral damage","Coral disease","Unknown coral scar","Drupella scar","COTS scar","Marine debris","HC","SC","BC","RKC","RC","NIA","SP","OT","SI","RB","SD","Location","Date"
"1217",14.37,11.25,0,0,0,9,3,0,3,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1218",10.63,27.5,0,0,0,9,3,0,3,0,0,0,11,5,0,39,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1219",10.63,27.5,0,0,0,9,3,0,3,0,0,0,11,5,0,39,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1220",10.63,27.5,0,0,0,9,3,0,3,0,0,0,11,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1221",10.63,27.5,0,0,0,9,3,0,3,0,0,0,11,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1222",14.37,11.25,0,0,0,9,3,0,3,0,0,0,11,5,0,39,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1223",14.37,11.25,0,0,0,9,3,0,3,0,0,0,11,5,0,39,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1224",14.37,11.25,0,0,0,9,3,0,3,0,0,0,11,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1225",14.37,11.25,0,0,0,9,3,0,3,0,0,0,11,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1226",14.37,11.25,0,0,0,19,10,0,5,0,0,0,16,8,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1227",14.37,11.25,0,0,0,19,10,0,5,0,0,0,16,8,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1228",14.37,11.25,0,0,0,19,10,0,5,0,0,0,16,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1229",14.37,11.25,0,0,0,19,10,0,5,0,0,0,16,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1230",10.63,27.5,0,0,0,9,3,0,3,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1231",10.63,27.5,0,0,0,9,3,0,3,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1232",10.63,27.5,0,0,0,9,3,0,3,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1233",10.63,27.5,0,0,0,9,3,0,3,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1234",10.63,27.5,0,0,0,19,10,0,5,0,0,0,16,8,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1235",10.63,27.5,0,0,0,19,10,0,5,0,0,0,16,8,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1236",10.63,27.5,0,0,0,19,10,0,5,0,0,0,16,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.375,11.25,0,0,20,0.625,2.5,0,6.25,33.125,11.875,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1237",10.63,27.5,0,0,0,19,10,0,5,0,0,0,16,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,27.5,0,0,28.125,4.375,0,3.125,1.25,21.25,3.75,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1238",16.88,20.63,0,0,0,8,1,0,1,0,0,0,3,6,2,18,0,0,0,0,0,0,0,1,0,4,0,11,0,0,1,16.875,20.625,0,0,50.625,0,1.25,0.625,2.5,3.125,4.375,"Palm Island Reefs - Fantome Island (East Coast)",2006-09-24
"1239",29.38,24.38,0,2,0,15,0,0,0,0,0,0,2,7,3,40,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,29.375,24.375,0,0,12.5,0,0,0,29.375,0,4.375,"Palm Island Reefs - Fantome Island (East Coast)",2006-04-19
"1240",16.88,51.88,0,0,1,9,2,0,1,0,0,0,16,4,0,151,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1241",16.88,51.88,0,0,1,9,2,0,1,0,0,0,16,4,0,151,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1242",16.88,51.88,0,0,1,9,2,0,1,0,0,0,16,4,0,151,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1243",16.88,51.88,0,0,1,9,2,0,1,0,0,0,16,4,0,151,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1244",16.88,11.25,0,0,0,18,5,0,1,0,0,0,38,1,0,7,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1245",16.88,11.25,0,0,0,18,5,0,1,0,0,0,38,1,0,7,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1246",16.88,11.25,0,0,0,18,5,0,1,0,0,0,38,1,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1247",16.88,11.25,0,0,0,18,5,0,1,0,0,0,38,1,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1248",16.88,11.25,0,0,0,18,5,0,1,0,0,0,38,1,0,151,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1249",16.88,11.25,0,0,0,18,5,0,1,0,0,0,38,1,0,151,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1250",16.88,11.25,0,0,0,18,5,0,1,0,0,0,38,1,0,151,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1251",16.88,11.25,0,0,0,18,5,0,1,0,0,0,38,1,0,151,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1252",16.88,11.25,0,0,1,9,2,0,1,0,0,0,16,4,0,151,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1253",16.88,11.25,0,0,1,9,2,0,1,0,0,0,16,4,0,151,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1254",16.88,11.25,0,0,1,9,2,0,1,0,0,0,16,4,0,151,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1255",16.88,11.25,0,0,1,9,2,0,1,0,0,0,16,4,0,151,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1256",16.88,11.25,0,0,1,9,2,0,1,0,0,0,16,4,0,7,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1257",16.88,11.25,0,0,1,9,2,0,1,0,0,0,16,4,0,7,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1258",16.88,11.25,0,0,1,9,2,0,1,0,0,0,16,4,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1259",16.88,11.25,0,0,1,9,2,0,1,0,0,0,16,4,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1260",16.88,51.88,0,0,0,18,5,0,1,0,0,0,38,1,0,151,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1261",16.88,51.88,0,0,0,18,5,0,1,0,0,0,38,1,0,151,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1262",16.88,51.88,0,0,0,18,5,0,1,0,0,0,38,1,0,151,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1263",16.88,51.88,0,0,0,18,5,0,1,0,0,0,38,1,0,151,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1264",16.88,51.88,0,0,0,18,5,0,1,0,0,0,38,1,0,7,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1265",16.88,51.88,0,0,0,18,5,0,1,0,0,0,38,1,0,7,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1266",16.88,51.88,0,0,0,18,5,0,1,0,0,0,38,1,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1267",16.88,51.88,0,0,0,18,5,0,1,0,0,0,38,1,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1268",16.88,51.88,0,0,1,9,2,0,1,0,0,0,16,4,0,7,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1269",16.88,51.88,0,0,1,9,2,0,1,0,0,0,16,4,0,7,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1270",16.88,51.88,0,0,1,9,2,0,1,0,0,0,16,4,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16.875,11.25,0,0,23.75,0,0.625,0,4.375,22.5,20.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1271",16.88,51.88,0,0,1,9,2,0,1,0,0,0,16,4,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16.875,51.875,0,0,25,0,0,1.25,0,4.375,0.625,"Palm Island Reefs - Fantome Island (East Coast)",2005-09-21
"1272",17.5,21.88,1.25,25,0,11,1,0,1,0,0,0,3,2,0,19,0,0,0,0,0,0,0,1,0,6,0,5,0,0,5,17.5,21.875,1.25,0,27.5,0,0.625,0,11.25,8.75,11.25,"Palm Island Reefs - Fantome Island (East Coast)",2006-09-24
"1273",21.25,0.63,0.63,1,0,9,2,0,2,0,0,0,21,13,0,767,1,170,0,0,0,0,0,0,0,0,0,12,0,0,1,21.25,0.625,0.625,1.25,21.875,0,1.25,0.625,23.75,0.625,28.125,"Palm Island Reefs - Fantome Island (Juno Bay)",2006-04-15
"1274",20.63,0,0,4,0,20,0,0,1,0,0,0,36,10,1,1393,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,20.625,0,0,0,49.375,0.625,5,1.875,0,5,17.5,"Palm Island Reefs - Fantome Island (Juno Bay)",2021-03-18
"1275",30.63,0,2.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,30.625,0,2.5,0,40,0,1.25,0,0,4.375,21.25,"Palm Island Reefs - Fantome Island (Juno Bay)",2020-04-19
"1276",18.13,0,0,0,0,5,2,0,1,0,0,0,1,6,0,479,0,209,0,3,0,0,0,0,0,23,0,0,0,0,0,18.125,0,0,0,41.25,0.625,0.625,1.25,5,16.875,16.25,"Palm Island Reefs - Fantome Island (Juno Bay)",2005-09-21
"1277",25.62,0,0.63,0,0,13,0,0,0,0,0,0,5,4,0,401,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,25.625,0,0.625,0,25.625,0,3.75,1.25,0,13.125,30,"Palm Island Reefs - Fantome Island (Juno Bay)",2020-10-22
"1278",18.75,0,0,0,0,17,0,0,1,0,0,0,5,5,1,444,0,276,0,0,0,0,0,0,0,0,0,0,0,0,1,18.75,0,0,0.625,43.125,0,0,1.875,21.875,0.625,13.125,"Palm Island Reefs - Fantome Island (Juno Bay)",2006-09-25
"1279",26.25,0,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.25,0,0,0,23.75,0,3.125,1.25,0.625,6.875,38.125,"Palm Island Reefs - Fantome Island (Juno Bay)",2019-09-25
"1280",14.37,0,0.63,1,0,19,6,0,3,0,0,0,8,17,9,978,0,101,0,0,0,0,0,0,0,0,0,7,0,0,0,14.375,0,0.625,0,35.625,0,0,0,5,4.375,40,"Palm Island Reefs - Fantome Island (Juno Bay)",2006-04-15
"1281",31.87,0,0,0.25,0,11,0,1,1,0,0,0,16,13,1,1276,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,31.875,0,0,0.625,28.75,0.625,0,3.75,0,6.875,27.5,"Palm Island Reefs - Fantome Island (Juno Bay)",2021-03-18
"1282",42.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,42.5,0,0,0.625,28.75,0,1.25,0,0,3.75,23.125,"Palm Island Reefs - Fantome Island (Juno Bay)",2020-04-19
"1283",39.38,0,0,0,0,11,1,0,1,0,0,0,0,9,3,367,0,206,0,0,0,0,0,0,0,0,0,5,0,0,0,39.375,0,0,0,34.375,0,0,1.25,8.75,6.25,10,"Palm Island Reefs - Fantome Island (Juno Bay)",2005-09-21
"1284",28.75,0,0,0,0,17,3,0,1,0,0,0,4,11,0,340,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,28.75,0,0,0,30.625,3.75,0,0,0,13.75,23.125,"Palm Island Reefs - Fantome Island (Juno Bay)",2020-10-22
"1285",20,0.63,0,0,0,24,0,1,2,0,0,0,0,5,0,573,0,289,0,0,0,0,0,0,0,8,0,8,0,0,0,20,0.625,0,0.625,39.375,0,0,1.875,20,1.25,16.25,"Palm Island Reefs - Fantome Island (Juno Bay)",2006-09-25
"1286",34.38,0,0.63,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,0,0,0,0,0,0,0,0,0,6,-4,0,3,0,0,34.375,0,0.625,0,35.625,1.875,1.25,0,1.25,3.75,21.25,"Palm Island Reefs - Fantome Island (Juno Bay)",2019-09-25
"1287",13.75,0,0,0.75,0,14,0,0,0,0,0,0,23,21,0,979,0,91,0,0,0,0,0,0,0,0,0,11,0,0,0,13.75,0,0,0,20,0,0.625,1.25,63.75,0.625,0,"Palm Island Reefs - Fantome Island (Juno Bay)",2006-04-15
"1288",21.25,0,1.25,0.25,0,7,1,0,3,0,0,0,1,8,0,183,0,143,0,0,0,0,0,0,0,1,0,16,0,0,0,21.25,0,1.25,0,32.5,1.875,1.25,0,31.25,5,5.625,"Palm Island Reefs - Fantome Island (Juno Bay)",2005-09-21
"1289",29.38,0,0,0,0,11,0,1,2,0,0,0,2,7,0,285,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,29.375,0,0,0,30,0.625,0.625,0.625,34.375,0,4.375,"Palm Island Reefs - Fantome Island (Juno Bay)",2006-09-25
"1290",8.13,14.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.125,14.375,0,0,36.25,0,0.625,5,9.375,1.875,24.375,"Palm Island Reefs - Great Palm Island (Challenger Bay)",2013-11-15
"1291",1.88,0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,0.625,0,0,33.75,0,0,15.625,2.5,10,35.625,"Palm Island Reefs - Great Palm Island (Challenger Bay)",2013-11-15
"1292",16.25,16.88,0,5,0,25,1,0,0,0,0,0,7,5,0,31,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,16.25,16.875,0,0,14.375,1.25,0,0,16.25,28.75,6.25,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2010-03-13
"1293",20.63,32.5,0,1.75,0,29,0,2,1,0,0,0,3,7,2,72,1,0,0,2,0,0,0,0,0,3,0,15,0,1,0,20.625,32.5,0,0.625,19.375,0,0.625,0,25.625,0,0.625,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2006-04-17
"1294",40,14.37,0,2,0,28,0,0,0,0,0,0,7,9,1,303,0,0,1,0,0,0,0,13,0,13,5,5,2,0,1,40,14.375,0,1.25,28.125,0.625,3.125,0.625,0,7.5,4.375,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2021-03-19
"1295",25.62,25,1.25,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,0,0,2,0,0,0,0,3,0,6,0,0,0,0,0,25.625,25,1.25,1.25,33.75,0.625,5.625,0,0,4.375,2.5,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2020-04-20
"1296",38.75,15,0,1,0,16,2,0,1,0,0,0,5,5,1,171,0,0,0,0,0,0,0,22,0,7,3,0,0,0,0,38.75,15,0,1.25,26.875,0,1.875,0,0.625,10.625,5,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2020-10-22
"1297",23.13,15,0.63,0,0,34,7,1,4,0,0,0,12,11,0,378,0,0,0,1,0,0,0,0,0,3,0,25,1,0,1,23.125,15,0.625,0,29.375,0,0.625,0,5,20,6.25,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2005-09-23
"1298",39.38,16.88,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,39.375,16.875,0,0,28.125,0,1.25,0.625,0,10.625,3.125,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2019-09-24
"1299",18.75,39.38,0,1,0,18,3,0,5,0,0,0,20,10,2,310,1,0,0,0,0,0,0,0,0,3,0,10,0,0,0,18.75,39.375,0,1.25,32.5,0,0,0.625,7.5,0,0,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2006-04-17
"1300",36.25,26.88,0,4.25,0,24,2,0,2,0,0,0,21,4,0,94,0,0,0,0,0,0,1,16,2,20,5,4,5,2,2,36.25,26.875,0,0.625,18.125,0.625,1.25,0.625,0,13.75,1.875,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2021-03-19
"1301",31.25,22.5,1.88,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,0,0,1,0,1,0,0,20,0,2,1,0,14,0,0,31.25,22.5,1.875,0,24.375,0.625,1.875,0,0,16.875,0.625,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2020-04-20
"1302",31.25,31.87,0,0.75,0,18,1,0,2,0,0,0,5,5,0,110,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,31.25,31.875,0,0,26.25,0,1.875,0,0.625,6.25,1.875,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2020-10-22
"1303",26.88,23.13,0,1,0,20,2,0,3,0,0,0,10,4,3,338,0,1,0,0,0,0,0,0,0,4,0,31,0,0,6,26.875,23.125,0,0,18.75,3.125,4.375,0,21.25,1.25,1.25,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2005-09-23
"1304",36.25,23.13,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,23.125,0,0,24.375,1.25,1.875,0,0,9.375,3.75,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2019-09-24
"1305",45.63,18.13,0,1.25,1,35,4,0,9,0,0,4,46,6,1,120,0,0,0,0,0,0,0,2,0,5,0,9,1,0,1,45.625,18.125,0,0,28.75,0,1.875,0.625,1.875,1.25,1.875,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2006-04-17
"1306",35,25.62,0,0.75,0,22,1,0,2,0,0,0,16,11,0,660,0,0,0,0,0,0,0,0,0,6,0,11,0,0,2,35,25.625,0,0,28.75,0,0.625,0,3.125,4.375,2.5,"Palm Island Reefs - Orpheus Island (Cattle Bay)",2005-09-23
"1307",20.63,32.5,0,1.75,0,29,0,2,1,0,0,0,3,7,2,72,1,0,0,2,0,0,0,0,0,3,0,15,0,1,0,20.625,32.5,0,0.625,19.375,0,0.625,0,25.625,0,0.625,"Palm Island Reefs - Orpheus Island (Pioneer Bay)",2006-04-17
"1308",28.75,5,3.13,5.5,0,11,2,0,0,0,0,0,8,3,1,854,0,0,1,0,0,0,0,1,0,7,1,3,0,0,0,28.75,5,3.125,0,49.375,1.875,3.125,3.75,0,2.5,2.5,"Palm Island Reefs - Orpheus Island (Pioneer Bay)",2021-03-17
"1309",41.88,6.88,2.5,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,41.875,6.875,2.5,0,43.125,0.625,1.875,0,0,2.5,0.625,"Palm Island Reefs - Orpheus Island (Pioneer Bay)",2020-04-20
"1310",19.38,6.25,0.63,0.5,0,13,0,0,7,0,0,0,7,3,1,341,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,19.375,6.25,0.625,0,41.25,1.25,3.125,0,0,18.125,10,"Palm Island Reefs - Orpheus Island (Pioneer Bay)",2020-10-22
"1311",23.13,15,0.63,0,0,34,7,0,4,0,0,0,12,11,0,378,0,0,0,1,0,0,0,0,0,3,0,25,1,0,1,23.125,15,0.625,0,29.375,0,0.625,0,5,20,6.25,"Palm Island Reefs - Orpheus Island (Pioneer Bay)",2005-09-23
"1312",31.25,13.13,2.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.25,13.125,2.5,0,39.375,0.625,0,1.875,0,5,6.25,"Palm Island Reefs - Orpheus Island (Pioneer Bay)",2019-09-24
"1313",18.75,39.38,0,1,0,18,3,0,5,0,1,0,20,10,2,310,1,0,0,0,0,0,0,0,0,3,0,10,0,0,0,18.75,39.375,0,1.25,32.5,0,0,0.625,7.5,0,0,"Palm Island Reefs - Orpheus Island (Pioneer Bay)",2006-04-17
"1314",26.88,14.37,0.63,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,0,10,0,0,0,0,0,3,0,0,0,1,0,0,0,26.875,14.375,0.625,0,45.625,2.5,3.75,0.625,0,4.375,1.25,"Palm Island Reefs - Orpheus Island (Pioneer Bay)",2020-04-20
